autID,cirID
13,156
13,157
13,158
13,159
13,160
13,161
13,162
13,163
13,164
13,165
13,166
13,167
13,168
13,169
13,170
13,171
13,172
13,173
13,174
13,175
13,176
13,177
13,178
13,179
13,180
13,181
13,182
13,183
13,184
13,185
13,186
13,187
13,188
13,189
13,190
13,191
13,192
13,193
13,194
13,195
13,196
13,197
13,198
13,199
13,200
13,201
13,202
13,203
13,204
13,205
13,206
13,207
13,208
147,153
147,154
49,154
49,155
40,259
40,260
40,197
40,261
40,203
40,273
40,274
40,275
40,276
40,277
40,278
40,156
40,157
40,158
40,159
40,161
40,163
40,169
40,174
40,181
40,190
59,160
59,161
59,164
59,261
59,198
59,171
59,204
59,176
59,273
59,275
59,182
59,157
59,191
112,259
112,324
112,325
112,326
112,199
112,206
112,274
112,275
112,276
112,277
112,278
112,158
112,162
112,163
112,164
112,165
112,166
112,167
112,168
112,172
112,301
112,302
112,303
112,180
112,189
191,192
191,196
191,165
191,197
191,198
191,199
191,200
191,201
191,324
191,325
191,205
191,301
191,276
191,183
78,193
78,166
78,202
78,203
78,204
78,205
78,206
78,207
78,208
78,301
78,302
78,303
78,277
78,184
143,194
143,325
143,326
143,167
143,200
143,169
143,170
143,171
143,172
143,173
143,207
143,303
143,278
143,185
248,177
129,178
129,307
129,308
129,309
129,262
129,310
107,179
107,180
107,181
107,182
107,183
107,184
107,185
107,186
107,188
118,192
118,193
118,194
118,195
118,187
118,188
118,189
118,190
118,191
16,209
16,210
16,211
16,212
16,213
16,214
16,215
16,216
16,217
16,218
16,219
16,220
16,221
16,222
16,223
16,224
16,225
16,226
16,227
16,228
16,229
16,230
16,231
16,232
16,233
16,234
16,235
16,236
16,237
16,238
16,239
16,240
16,241
16,242
16,243
16,244
16,245
16,246
16,247
16,248
16,249
16,250
16,251
16,252
16,253
16,254
56,209
56,210
56,211
56,212
56,231
56,216
56,222
98,209
98,213
98,214
98,215
98,232
98,217
98,223
206,226
206,211
206,214
206,230
206,219
206,221
206,235
72,227
72,212
72,229
72,230
72,215
72,236
72,220
26,224
26,233
26,249
26,216
26,217
26,218
26,219
26,220
181,224
181,225
181,226
181,227
181,228
181,222
181,223
193,228
193,231
193,232
193,233
193,234
193,235
193,236
144,242
144,247
144,237
144,238
144,239
235,240
235,245
235,237
251,241
251,238
251,246
234,240
234,241
234,242
234,243
234,244
234,251
74,244
74,245
74,246
74,247
74,248
74,249
74,252
45,250
45,251
45,252
45,254
230,253
230,254
106,257
106,313
82,257
82,258
82,262
82,304
82,305
82,306
82,307
82,308
82,309
82,310
82,311
82,312
82,313
82,314
82,315
20,264
20,263
164,264
164,263
83,263
105,265
75,300
92,300
149,304
149,305
149,306
149,307
87,304
87,309
87,311
87,312
87,314
87,316
113,306
113,308
113,311
113,314
113,315
113,316
187,327
